time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
1983.6444334808427,1.0002354714814088,0.002936783799844683,1768.9425393869697,980.5685529501499,544454,0
1983.6458223840002,0.9993208640300199,0.002943380953457622,1768.9457327504663,980.5645941982278,544455,0
1983.6472112871577,1.0054407237521854,0.0029464963860421035,1768.945645609507,980.5640236691224,544456,0
1983.6486001903152,0.999816329630702,0.0029450404048941277,1768.945790083117,980.5683240566207,544457,0
1983.6499890934726,1.0011207692245838,0.0029467838221315865,1768.9428124573274,980.5676075106559,544458,0
1983.651377996631,1.0003805205241372,0.0029485772717054996,1768.9483044733274,980.5671022601844,544459,0
1983.6527668997883,0.9972407945440034,0.002947263231551119,1768.944032638606,980.5687590587931,544460,0
1983.6541558029455,1.0019220535397801,0.0029528457122613982,1768.9448566456851,980.5642589746006,544461,0
1983.655544706104,0.9986121214234561,0.0029536142974091787,1768.9430447823804,980.5685905184905,544462,0
1983.6569336092618,1.0012989128301804,0.0029569230904046627,1768.9459230093544,980.5684044732016,544463,0
1983.6583225124202,0.9983854748869864,0.0029669712916281666,1768.948089184474,980.5708369265272,544464,0
1983.6597114155777,0.9980040266580703,0.0029541141554707997,1768.9478512352766,980.5664189245061,544465,0
1983.6611003187352,0.9998308208787361,0.0029646084303143554,1768.9420175889036,980.5671706505086,544466,0
1983.662489221893,0.9974601443984881,0.002961857157556903,1768.9436145193863,980.5699622457062,544467,0
1983.663878125051,1.002092698225959,0.002968687120249909,1768.9430482893765,980.5693578853106,544468,0
1983.6652670282085,0.9967622177760014,0.002980878108211059,1768.943800004204,980.5676143379992,544469,0
1983.666655931366,1.0016540127073708,0.00298048438330743,1768.9460193838174,980.5704699037798,544470,0
1983.6680448345244,0.9982824546372869,0.002970384959741681,1768.9458284069167,980.5632903750113,544471,0
1983.6694337376823,0.9992786495810466,0.002972345825574697,1768.9458693399733,980.569123921689,544472,0
1983.6708226410735,1.001563380975852,0.002974161637532108,1768.946010199219,980.5689521453645,544473,0
1983.6722115442308,1.0055076832635612,0.0029788405541078073,1768.9458302169633,980.5697933444188,544474,0
1983.673600447388,0.9979206783483501,0.002980753129079357,1768.944643954569,980.5691101164447,544475,0
1983.6749893505464,0.9989218516745675,0.0029851407422602843,1768.944145383081,980.563869312213,544476,0
1983.6763782537043,1.0000005173028572,0.002983026807714148,1768.9482539004023,980.5656643758658,544477,0
1983.6833227697264,0.9998907625230686,0.0029883427844086055,1768.9448617447406,980.5789005151689,544482,0
1983.6874894794325,0.9977417403187997,0.0030058419722282714,1768.9442246313295,980.5671066080803,544485,0
1983.6888783825905,1.0008159129392118,0.0030001356843814848,1768.9454793764403,980.5620138232222,544486,0
1983.6902672857489,1.0004144612241128,0.0030022243907845162,1768.9453939091368,980.5632444729064,544487,0
1983.6916561889063,0.9996089461198404,0.003003808025725482,1768.94401576326,980.5687181798609,544488,0
1983.6930450922964,1.001054478042809,0.0030069249911189658,1768.9474150066385,980.5672331469185,544489,0
1983.6944339954546,0.996970694981512,0.0030040675682930225,1768.9424926707231,980.5698245929581,544490,0
1983.6958228986125,0.996042754644459,0.003006356598586257,1768.9465229671719,980.5605298917932,544491,0
1983.697211801771,0.9922840767142342,0.0030101519141907383,1768.944900380627,980.5721787586954,544492,0
1983.6986007051612,0.9950302743656599,0.0030117720083295612,1768.9450884479784,980.5685052220558,544493,0
1983.6999896083187,0.991688452438041,0.003009664537023284,1768.9472565142685,980.5689089447394,544494,0
1983.7013785114766,0.9875011937718488,0.0030098987901630526,1768.9504919207748,980.566041307416,544495,0
1983.7027674146348,0.9889685174474543,0.003014965983513026,1768.9425012874206,980.573894148042,544496,0
1983.7041563180258,0.9846803772254917,0.0030117058559452556,1768.9427896120396,980.5620869007392,544497,0
1983.7055452211832,0.9852624040536649,0.003014465804049274,1768.9473697769101,980.5751705153302,544498,0
1983.7069341243407,0.9839889044423208,0.003014672072121221,1768.9390621561834,980.5693602285373,544499,0
1983.7083230277315,0.9848029319326826,0.0030165755003006916,1768.9463381361543,980.5633706236905,544500,0
1983.7097119308899,0.9783943076392115,0.0030171868945713712,1768.9453314495747,980.5627868382746,544501,0
1983.7111008340478,0.9803345738663602,0.0030200540452674394,1768.944869881937,980.5635617329312,544502,0
1983.712489737438,0.9799053268535419,0.003019838805901174,1768.944356694253,980.5705424232126,544503,0
1983.7138786405956,0.9851429738713272,0.003030652891340438,1768.9490618292582,980.5609012735088,544504,0
1983.7152675439863,0.976068017290345,0.003023863307389216,1768.9448537948886,980.5722469832556,544505,0
1983.7166564471447,0.9794835582034027,0.0030246616699194503,1768.939965584205,980.572053017352,544506,0
1983.7180453503022,0.977978751367927,0.003025302704156617,1768.9451746652487,980.5646486177844,544507,0
1983.7194342536925,0.9797224774746174,0.003032268332560028,1768.9420374253411,980.5657728275861,544508,0
1983.7208231568504,0.9746503559870164,0.00302907593295267,1768.9462157604655,980.5668417570243,544509,0
1983.7222120602416,0.98353005718682,0.00303888975831204,1768.9427328861486,980.5676082783503,544510,0
1983.7236009633996,0.9754733963623073,0.0030338694198391173,1768.9425678207942,980.570514219798,544511,0
1983.7249898665561,0.9813245092786713,0.003038766266961051,1768.9458905110753,980.5712396479037,544512,0
1983.726378769946,0.9752137804100681,0.003038785726537328,1768.9428831281757,980.5665042633796,544513,0
1983.727767673104,0.9816554033030539,0.003045356985031105,1768.9461322817654,980.5663803014573,544514,0
1983.7291565764951,0.9780804596986142,0.003045616421978197,1768.9444148764308,980.5711376790557,544515,0
1983.730545479653,0.977105068322394,0.003046885955297104,1768.946382180287,980.5645019374207,544516,0
1983.7319343830434,0.9803403856458277,0.003063300285433379,1768.9420075647324,980.5707440187091,544517,0
1983.7333232862009,0.9791980051403365,0.0030538214192313918,1768.94735751341,980.5658893580554,544518,0
1983.7347121895916,0.9801456476962049,0.0030537368135691227,1768.9416877346994,980.568355246301,544519,0
1983.73610109275,0.9750791530236287,0.0030606243543676984,1768.9464860887358,980.5664778599612,544520,0
